,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
368,40,Yes,Travel_Rarely,Sales,22,2,Marketing,3,68,2,2,Sales Executive,3,Married,2,Yes,12,3,1,2,8,6,3,6,4,1,0
369,31,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,42,2,1,Research Scientist,2,Single,0,Yes,16,3,4,0,3,5,3,2,2,2,2
370,21,Yes,Travel_Rarely,Sales,12,3,Life Sciences,3,90,4,1,Sales Representative,2,Single,1,No,15,3,4,0,1,0,3,1,0,0,0
371,29,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,54,3,1,Research Scientist,4,Single,9,No,16,3,4,0,6,4,3,3,2,1,2
372,35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,97,2,2,Healthcare Representative,2,Single,9,No,19,3,3,0,10,5,3,1,1,0,0
373,27,No,Travel_Rarely,Research & Development,1,2,Medical,4,82,3,1,Laboratory Technician,2,Divorced,1,No,11,3,2,1,5,2,3,5,2,0,4
374,28,No,Travel_Rarely,Sales,9,4,Life Sciences,2,92,3,2,Sales Executive,4,Single,1,No,16,3,4,0,7,1,3,7,5,0,7
375,49,No,Travel_Rarely,Research & Development,7,3,Other,2,31,2,3,Healthcare Representative,3,Single,8,No,24,4,3,0,26,2,3,5,2,0,0
376,51,No,Travel_Rarely,Sales,14,2,Life Sciences,3,87,3,2,Sales Executive,4,Married,4,No,11,3,3,1,18,2,2,7,7,0,7
377,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,4,96,3,1,Research Scientist,3,Married,4,No,13,3,2,1,6,3,3,2,2,2,2
378,34,Yes,Non-Travel,Sales,19,3,Marketing,1,67,4,2,Sales Executive,4,Single,8,Yes,13,3,2,0,9,3,2,5,2,0,4
379,55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,97,3,4,Manager,4,Single,2,Yes,13,3,3,0,30,2,3,5,4,1,2
380,24,No,Travel_Rarely,Sales,10,4,Marketing,4,77,3,2,Sales Executive,3,Divorced,1,Yes,12,3,4,1,5,2,4,5,2,0,3
381,30,No,Travel_Rarely,Sales,2,1,Technical Degree,3,72,3,1,Sales Representative,2,Married,1,No,18,3,1,1,1,3,3,1,0,0,0
382,26,Yes,Travel_Frequently,Research & Development,3,1,Technical Degree,3,73,3,1,Research Scientist,1,Single,0,No,22,4,3,0,7,2,3,6,4,0,4
383,22,No,Travel_Rarely,Research & Development,11,3,Medical,1,43,3,1,Research Scientist,2,Married,1,No,13,3,4,1,2,1,3,2,1,1,2
384,36,No,Travel_Rarely,Sales,2,2,Medical,2,61,2,3,Sales Executive,3,Married,1,No,13,3,2,2,10,2,3,10,9,9,0
385,30,Yes,Travel_Frequently,Research & Development,4,3,Technical Degree,3,40,3,1,Research Scientist,4,Single,9,Yes,23,4,3,0,3,4,3,1,0,0,0
386,37,No,Travel_Rarely,Research & Development,14,3,Life Sciences,4,95,3,1,Laboratory Technician,1,Divorced,1,No,12,3,3,1,18,2,2,18,7,12,17
387,40,No,Travel_Rarely,Sales,2,2,Marketing,4,46,3,2,Sales Executive,2,Divorced,7,No,12,3,3,2,8,5,3,5,4,1,3
388,42,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,95,3,1,Laboratory Technician,1,Divorced,3,No,16,3,2,1,8,5,3,5,2,1,2
389,37,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3,49,3,2,Manufacturing Director,2,Single,2,Yes,12,3,4,0,18,2,2,1,0,0,1
390,43,No,Travel_Rarely,Research & Development,12,3,Life Sciences,1,59,2,4,Research Director,2,Divorced,1,No,11,3,3,1,25,3,3,25,10,3,9
391,40,No,Travel_Rarely,Research & Development,2,3,Medical,2,78,2,2,Laboratory Technician,3,Married,6,No,22,4,2,1,20,3,3,1,0,0,0
392,54,No,Travel_Rarely,Research & Development,5,2,Medical,1,86,3,5,Research Director,1,Married,4,No,11,3,3,1,24,4,2,4,2,1,2
393,34,No,Non-Travel,Sales,4,4,Marketing,3,72,3,2,Sales Executive,3,Married,9,No,15,3,1,1,6,3,3,3,2,1,2
394,31,No,Travel_Rarely,Research & Development,7,2,Medical,2,31,3,2,Manufacturing Director,1,Married,1,No,12,3,2,1,13,5,1,13,10,3,12
395,43,No,Travel_Frequently,Research & Development,21,3,Medical,4,61,3,1,Laboratory Technician,4,Married,7,No,20,4,1,1,8,1,3,3,2,1,2
396,43,No,Travel_Rarely,Research & Development,8,4,Other,3,74,3,2,Healthcare Representative,3,Divorced,4,Yes,14,3,4,0,8,3,3,5,2,0,2
397,25,No,Travel_Rarely,Sales,4,2,Life Sciences,2,99,2,2,Sales Executive,4,Single,1,Yes,11,3,2,0,5,3,3,5,4,1,3
398,37,No,Non-Travel,Research & Development,25,5,Medical,2,72,3,2,Research Scientist,3,Married,3,Yes,15,3,1,2,15,2,3,13,11,10,7
399,31,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,98,2,1,Laboratory Technician,1,Married,1,No,12,3,3,1,4,3,3,4,2,3,2
400,39,No,Travel_Frequently,Research & Development,1,1,Life Sciences,2,52,3,5,Manager,3,Divorced,1,Yes,14,3,3,1,21,3,3,21,8,1,6
401,56,No,Travel_Frequently,Sales,6,3,Life Sciences,3,86,4,4,Sales Executive,1,Married,9,No,11,3,4,3,36,0,2,7,7,7,7
402,30,No,Travel_Rarely,Sales,12,3,Technical Degree,2,83,3,2,Sales Executive,3,Single,0,No,11,3,2,0,6,6,3,5,4,4,4
403,41,No,Travel_Rarely,Sales,1,3,Marketing,2,49,4,3,Sales Executive,1,Married,1,No,16,3,3,1,10,2,3,10,7,0,7
404,28,No,Travel_Rarely,Research & Development,17,2,Medical,3,79,3,2,Laboratory Technician,1,Divorced,1,No,12,3,4,1,10,2,3,10,0,1,8
405,25,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,91,3,1,Laboratory Technician,1,Married,5,No,13,3,3,1,6,5,3,2,2,0,2
406,52,No,Travel_Rarely,Research & Development,3,3,Medical,4,39,2,3,Manufacturing Director,3,Married,2,Yes,14,3,3,0,28,4,3,5,4,0,4
407,45,No,Travel_Rarely,Research & Development,10,2,Life Sciences,1,69,3,1,Research Scientist,4,Married,3,No,21,4,4,2,8,3,2,2,2,0,2
408,52,No,Travel_Rarely,Research & Development,4,2,Life Sciences,4,30,3,4,Manager,4,Married,2,No,13,3,4,0,31,2,1,5,2,1,4
409,42,No,Travel_Frequently,Research & Development,29,2,Life Sciences,1,92,3,2,Research Scientist,3,Divorced,2,No,11,3,2,1,19,3,3,5,4,0,2
410,30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,43,1,2,Manufacturing Director,4,Single,2,No,20,4,3,0,11,2,3,5,4,0,2
411,60,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,41,3,5,Manager,1,Married,5,No,11,3,4,0,33,5,1,29,8,11,10
412,46,No,Travel_Rarely,Research & Development,18,3,Medical,3,87,3,2,Manufacturing Director,3,Divorced,2,No,14,3,3,1,19,5,2,10,7,0,8
413,42,No,Travel_Frequently,Research & Development,28,4,Technical Degree,4,88,2,2,Healthcare Representative,4,Married,0,No,11,3,4,3,7,4,4,6,5,0,4
414,24,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,62,3,1,Sales Representative,2,Single,1,Yes,16,3,2,0,6,4,3,5,3,1,4
415,34,Yes,Travel_Frequently,Sales,6,2,Marketing,4,33,1,1,Sales Representative,3,Divorced,0,No,16,3,4,1,3,3,2,2,2,1,0
416,38,No,Travel_Frequently,Research & Development,2,2,Life Sciences,4,42,3,1,Laboratory Technician,4,Married,1,Yes,23,4,3,1,1,3,3,1,0,0,0
417,40,No,Travel_Rarely,Sales,2,4,Life Sciences,3,79,3,5,Manager,3,Married,0,No,14,3,4,0,21,2,3,20,15,1,12
418,26,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,90,3,1,Research Scientist,4,Divorced,1,No,22,4,2,2,3,3,1,3,2,0,2
419,30,No,Non-Travel,Research & Development,3,3,Life Sciences,3,53,3,1,Laboratory Technician,4,Married,4,No,15,3,3,1,9,3,1,5,3,1,4
420,29,No,Travel_Rarely,Research & Development,3,4,Medical,2,93,2,3,Research Director,3,Married,1,No,18,3,3,0,10,2,3,10,2,0,7
421,29,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,3,71,2,1,Research Scientist,2,Married,5,No,16,3,2,0,6,2,4,2,2,1,1
422,19,Yes,Travel_Rarely,Human Resources,2,2,Technical Degree,1,52,2,1,Human Resources,4,Single,1,No,12,3,3,0,1,3,4,1,0,0,0
423,30,No,Non-Travel,Sales,22,4,Other,3,69,3,3,Sales Executive,1,Married,0,No,11,3,3,0,10,3,3,9,8,7,8
424,57,No,Travel_Rarely,Sales,29,3,Marketing,1,56,2,4,Manager,4,Divorced,3,No,12,3,3,1,32,3,2,1,0,0,0
425,50,No,Travel_Rarely,Research & Development,29,4,Life Sciences,2,88,2,4,Manager,3,Married,0,No,15,3,2,1,28,2,3,27,10,15,7
426,30,No,Non-Travel,Research & Development,2,3,Medical,3,49,3,1,Laboratory Technician,4,Single,0,No,14,3,3,0,12,2,2,11,7,6,7
427,60,No,Travel_Frequently,Sales,28,3,Marketing,3,80,2,3,Sales Executive,1,Married,4,No,19,3,4,0,22,5,4,18,13,13,11
428,47,No,Travel_Rarely,Research & Development,2,2,Medical,1,65,3,2,Manufacturing Director,4,Divorced,5,No,13,3,3,3,20,2,3,5,0,0,4
429,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,51,3,4,Research Director,3,Married,6,No,13,3,3,0,26,2,1,3,2,0,1
430,35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,4,46,1,1,Laboratory Technician,3,Single,0,No,15,3,3,0,6,2,3,5,4,4,3
431,54,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3,42,3,2,Laboratory Technician,3,Single,7,No,11,3,3,0,19,3,3,1,0,0,0
432,34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,62,2,1,Research Scientist,3,Divorced,3,No,12,3,3,1,14,3,3,7,3,5,7
433,46,No,Travel_Rarely,Sales,10,3,Marketing,3,94,2,3,Sales Executive,4,Married,2,Yes,19,3,3,1,15,3,3,3,2,1,2
434,31,No,Travel_Rarely,Research & Development,9,1,Life Sciences,3,33,3,3,Manufacturing Director,2,Divorced,1,No,25,4,4,1,13,6,4,13,8,0,8
435,33,Yes,Travel_Rarely,Research & Development,15,1,Medical,2,56,3,3,Manager,3,Married,7,Yes,12,3,4,0,15,2,4,7,6,7,7
436,33,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,38,1,1,Laboratory Technician,4,Divorced,7,No,13,3,1,3,8,2,3,4,3,1,3
437,30,No,Travel_Rarely,Sales,7,1,Marketing,4,57,3,1,Sales Representative,2,Single,0,No,14,3,1,0,4,3,3,3,2,1,2
438,35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,72,3,3,Healthcare Representative,3,Married,4,Yes,12,3,3,0,10,2,3,8,7,0,0
439,31,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,1,66,3,3,Healthcare Representative,3,Married,3,No,12,3,1,0,12,2,3,1,0,0,0
440,34,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,2,43,3,3,Human Resources,1,Divorced,9,Yes,15,3,3,3,11,2,3,3,2,0,2
441,42,No,Travel_Frequently,Research & Development,5,2,Other,2,97,3,1,Laboratory Technician,3,Married,4,No,17,3,4,1,8,4,3,2,2,2,0
442,36,No,Non-Travel,Sales,10,4,Medical,2,32,3,3,Sales Executive,4,Single,1,No,14,3,4,0,10,3,2,10,3,9,7
443,22,Yes,Travel_Frequently,Research & Development,4,1,Technical Degree,3,99,2,1,Laboratory Technician,3,Single,5,No,16,3,3,0,4,3,3,2,2,1,2
444,48,No,Travel_Rarely,Sales,2,5,Marketing,2,37,3,2,Sales Executive,4,Married,2,No,14,3,1,1,14,2,3,9,7,6,7
445,55,No,Travel_Rarely,Sales,18,5,Life Sciences,1,83,3,4,Manager,2,Single,3,No,23,4,4,0,37,2,3,10,9,7,7
446,41,No,Non-Travel,Sales,10,2,Life Sciences,4,56,3,2,Sales Executive,4,Single,7,No,14,3,4,0,16,3,3,14,3,1,10
447,35,No,Travel_Rarely,Sales,1,3,Marketing,2,85,3,2,Sales Executive,3,Married,9,No,11,3,3,0,15,2,3,11,9,6,9
448,40,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2,75,3,4,Manufacturing Director,3,Single,7,No,15,3,3,0,22,3,3,20,6,5,13
449,39,No,Travel_Frequently,Research & Development,8,1,Life Sciences,3,48,3,1,Laboratory Technician,3,Married,1,No,11,3,1,1,8,3,3,8,3,0,7
450,31,No,Travel_Rarely,Sales,2,1,Life Sciences,2,77,3,2,Sales Executive,4,Single,4,Yes,13,3,3,0,10,2,4,6,5,0,5
451,42,No,Travel_Rarely,Research & Development,24,3,Medical,4,56,3,3,Manufacturing Director,1,Married,1,Yes,21,4,4,1,10,5,2,10,9,5,8
452,45,No,Travel_Rarely,Sales,2,3,Other,4,61,3,2,Sales Executive,2,Married,0,No,19,3,2,1,9,3,4,8,7,3,7
453,26,Yes,Travel_Frequently,Human Resources,17,4,Life Sciences,2,58,3,1,Human Resources,3,Divorced,0,Yes,11,3,2,1,8,2,2,7,7,1,0
454,29,No,Travel_Rarely,Research & Development,19,3,Technical Degree,4,34,3,2,Manufacturing Director,4,Divorced,4,No,12,3,2,2,8,2,4,3,2,1,2
455,33,No,Travel_Rarely,Research & Development,1,5,Medical,1,95,4,4,Research Director,3,Divorced,4,No,19,3,3,1,10,2,3,6,1,0,5
456,31,No,Travel_Rarely,Sales,7,3,Life Sciences,3,44,2,3,Manager,4,Divorced,9,No,21,4,3,1,10,3,2,5,4,0,1
457,18,Yes,Travel_Frequently,Sales,5,3,Marketing,2,69,3,1,Sales Representative,2,Single,1,Yes,14,3,4,0,0,3,3,0,0,0,0
458,40,No,Non-Travel,Sales,28,3,Other,3,58,1,3,Sales Executive,1,Divorced,3,No,15,3,3,1,20,2,3,1,0,0,1
459,41,No,Non-Travel,Research & Development,2,4,Other,1,62,2,2,Healthcare Representative,3,Single,2,Yes,17,3,1,0,10,3,3,8,7,0,7
460,26,No,Travel_Rarely,Sales,29,2,Medical,1,45,3,2,Sales Executive,3,Divorced,5,No,12,3,1,2,8,5,3,0,0,0,0
461,35,No,Travel_Rarely,Sales,1,3,Medical,1,80,3,2,Sales Executive,3,Single,1,No,16,3,4,0,5,3,3,5,4,0,3
462,34,No,Travel_Rarely,Sales,21,4,Life Sciences,4,74,4,2,Sales Executive,4,Single,1,No,12,3,4,0,10,3,3,10,7,5,7
463,26,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,3,66,1,1,Laboratory Technician,4,Single,1,Yes,18,3,2,0,1,3,1,1,0,0,0
464,37,No,Travel_Rarely,Research & Development,1,3,Technical Degree,2,59,3,3,Manufacturing Director,4,Single,4,No,17,3,4,0,12,3,4,6,5,1,2
465,46,No,Travel_Frequently,Research & Development,18,1,Medical,1,86,3,3,Healthcare Representative,3,Married,5,No,11,3,4,0,28,3,2,2,2,1,2
466,41,No,Travel_Rarely,Sales,2,5,Life Sciences,2,91,3,4,Manager,1,Married,7,No,16,3,2,1,22,2,3,18,16,11,8
467,37,No,Non-Travel,Sales,9,4,Medical,1,69,3,3,Sales Executive,2,Divorced,1,No,13,3,4,1,9,6,3,9,5,7,7
468,52,No,Travel_Rarely,Research & Development,6,2,Technical Degree,4,78,3,2,Research Scientist,1,Divorced,3,Yes,12,3,2,2,18,3,3,10,9,6,9
469,32,Yes,Non-Travel,Sales,11,4,Other,4,60,4,2,Sales Executive,3,Married,8,No,12,3,4,0,6,2,3,4,2,1,2
470,24,No,Travel_Frequently,Sales,24,3,Medical,4,38,3,1,Sales Representative,4,Married,0,No,13,3,3,2,3,3,3,2,2,2,1
471,38,No,Travel_Rarely,Research & Development,10,3,Medical,3,76,3,2,Healthcare Representative,3,Married,3,No,19,3,3,1,18,4,3,1,0,0,0
472,37,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,65,3,2,Manufacturing Director,2,Married,6,No,12,3,2,1,8,2,2,6,5,4,3
473,49,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,58,2,5,Research Director,3,Divorced,1,Yes,17,3,3,1,31,5,3,31,9,0,9
474,24,No,Travel_Rarely,Research & Development,23,3,Medical,2,89,4,1,Research Scientist,4,Married,1,Yes,11,3,2,2,6,3,3,6,5,1,4
475,26,No,Travel_Rarely,Sales,28,2,Marketing,1,66,3,2,Sales Executive,2,Married,1,No,20,4,4,2,6,5,4,5,3,1,4
476,24,No,Travel_Rarely,Research & Development,17,2,Other,4,94,2,1,Laboratory Technician,2,Married,1,No,21,4,4,1,1,2,3,1,0,0,0
477,50,No,Travel_Frequently,Human Resources,3,3,Medical,1,99,3,5,Manager,2,Married,1,No,11,3,3,1,32,2,3,32,5,10,7
478,25,No,Travel_Rarely,Sales,13,1,Medical,2,40,3,1,Sales Representative,3,Married,1,No,11,3,3,0,7,1,3,7,4,0,6
479,24,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,1,55,3,1,Laboratory Technician,3,Married,1,Yes,16,3,4,1,6,4,3,6,3,1,2
480,30,Yes,Travel_Frequently,Sales,12,4,Life Sciences,2,74,2,1,Sales Representative,1,Married,1,No,18,3,3,1,1,2,4,1,0,0,0
481,34,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,83,2,1,Research Scientist,4,Married,1,Yes,13,3,4,1,6,3,3,6,5,1,3
482,31,Yes,Travel_Rarely,Sales,13,4,Medical,2,46,3,2,Sales Executive,1,Divorced,2,No,17,3,3,0,9,2,1,3,1,1,2
483,35,No,Travel_Rarely,Research & Development,25,2,Other,1,54,2,2,Laboratory Technician,4,Single,4,No,14,3,4,0,9,3,3,3,2,0,2
484,31,No,Travel_Rarely,Sales,6,4,Medical,1,66,4,2,Sales Executive,4,Divorced,4,No,22,4,4,2,13,4,4,7,7,5,7
485,27,No,Travel_Rarely,Research & Development,6,4,Medical,1,66,2,1,Research Scientist,3,Divorced,0,No,12,3,3,2,6,5,2,5,3,0,3
486,37,No,Travel_Rarely,Sales,2,3,Marketing,4,75,3,2,Sales Executive,3,Married,4,Yes,11,3,3,1,17,3,2,3,0,1,0
487,20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,83,2,1,Research Scientist,2,Single,1,No,13,3,4,0,1,0,4,1,0,0,0
488,42,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,81,3,2,Healthcare Representative,4,Married,1,No,13,3,2,2,10,4,3,10,2,2,2
489,43,No,Travel_Rarely,Research & Development,6,4,Other,2,50,2,4,Research Director,4,Divorced,4,Yes,14,3,3,1,21,3,2,1,0,0,0
490,38,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,43,3,1,Research Scientist,1,Single,3,No,17,3,4,0,8,3,2,0,0,0,0
491,43,No,Travel_Frequently,Research & Development,9,5,Medical,4,72,3,2,Laboratory Technician,3,Divorced,3,Yes,13,3,2,1,10,3,3,8,7,4,7
492,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4,40,2,4,Manager,1,Married,7,No,11,3,1,1,21,3,1,3,2,0,2
493,44,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,50,2,2,Human Resources,3,Single,4,No,11,3,2,0,10,1,4,2,2,0,2
494,34,No,Travel_Rarely,Sales,14,3,Technical Degree,3,31,3,1,Sales Representative,3,Divorced,1,Yes,18,3,4,2,8,3,3,8,2,0,6
495,27,Yes,Travel_Rarely,Sales,2,1,Marketing,3,85,3,1,Sales Representative,1,Divorced,0,No,11,3,2,1,5,3,3,4,3,0,2
496,21,No,Travel_Rarely,Sales,22,1,Technical Degree,3,49,3,1,Sales Representative,3,Single,1,No,11,3,3,0,3,2,3,3,2,1,2
497,44,No,Travel_Rarely,Research & Development,3,4,Other,4,35,3,5,Manager,4,Married,4,Yes,12,3,1,1,26,2,4,2,2,0,1
498,22,No,Travel_Rarely,Research & Development,6,1,Medical,1,69,3,1,Research Scientist,3,Married,0,No,20,4,4,0,3,3,3,2,2,2,2
499,33,No,Travel_Rarely,Sales,8,4,Marketing,3,39,3,2,Sales Executive,3,Divorced,0,No,12,3,4,0,6,3,3,5,0,1,2
500,32,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,92,3,2,Research Scientist,4,Married,1,Yes,12,3,4,1,6,2,2,6,4,0,5
501,30,No,Travel_Frequently,Research & Development,3,3,Medical,3,71,3,1,Research Scientist,3,Divorced,1,No,20,4,3,1,1,2,3,1,0,0,0
502,53,No,Travel_Rarely,Sales,1,1,Medical,4,34,3,2,Sales Executive,1,Single,7,No,20,4,4,0,18,2,4,14,7,8,10
503,34,No,Travel_Rarely,Research & Development,1,5,Life Sciences,2,42,3,1,Research Scientist,4,Married,1,No,12,3,4,1,10,4,2,10,9,8,8
504,45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,1,100,3,2,Sales Executive,1,Married,2,No,14,3,4,2,5,4,3,1,1,0,0
505,26,No,Travel_Rarely,Research & Development,6,3,Life Sciences,3,71,3,1,Laboratory Technician,4,Married,1,Yes,13,3,3,1,3,2,3,3,2,0,2
506,37,No,Travel_Rarely,Research & Development,3,3,Other,3,36,3,3,Manufacturing Director,3,Married,1,No,15,3,3,1,10,2,3,10,7,7,8
507,29,No,Travel_Rarely,Sales,3,2,Medical,2,62,3,2,Sales Executive,3,Married,1,No,14,3,1,1,6,5,2,6,0,1,2
508,35,No,Travel_Rarely,Research & Development,6,4,Life Sciences,2,82,1,2,Research Scientist,4,Single,1,No,13,3,2,0,17,3,3,17,11,11,8
509,33,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,30,3,2,Healthcare Representative,4,Divorced,3,No,23,4,3,1,15,2,1,13,11,4,7
510,54,No,Travel_Rarely,Human Resources,19,4,Medical,3,88,3,3,Human Resources,2,Married,2,No,15,3,3,1,16,1,4,9,7,7,1
511,36,No,Travel_Rarely,Research & Development,9,2,Medical,2,48,2,2,Manufacturing Director,2,Divorced,2,Yes,11,3,3,1,13,2,3,3,2,0,2
512,27,No,Travel_Rarely,Research & Development,3,4,Medical,1,54,2,1,Research Scientist,4,Single,0,No,13,3,4,0,5,0,3,4,2,1,1
513,20,Yes,Travel_Rarely,Research & Development,10,1,Medical,4,32,3,1,Research Scientist,3,Single,1,Yes,11,3,4,0,1,5,3,1,0,1,1
514,33,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,1,70,3,1,Research Scientist,1,Single,1,Yes,11,3,1,0,10,3,3,10,8,9,7
515,35,No,Non-Travel,Research & Development,3,3,Life Sciences,3,41,2,1,Laboratory Technician,3,Married,1,No,18,3,3,2,1,3,3,1,0,0,0
516,23,No,Travel_Rarely,Research & Development,4,3,Medical,1,58,4,1,Research Scientist,1,Married,2,No,16,3,1,1,5,3,4,3,2,0,2
517,25,No,Travel_Rarely,Sales,8,3,Life Sciences,4,57,4,2,Sales Executive,2,Married,0,No,22,4,3,1,4,4,3,3,2,1,2
518,38,No,Travel_Rarely,Sales,7,4,Marketing,4,46,2,2,Sales Executive,4,Single,0,No,20,4,1,0,8,2,3,7,7,0,5
519,29,No,Travel_Frequently,Research & Development,1,4,Life Sciences,2,76,1,1,Research Scientist,4,Divorced,1,No,18,3,4,1,10,5,3,10,7,2,8
520,48,No,Travel_Rarely,Sales,2,1,Marketing,2,56,4,2,Sales Executive,2,Married,3,No,12,3,4,0,12,3,3,2,2,2,2
521,27,No,Travel_Frequently,Sales,3,1,Medical,4,71,4,2,Sales Executive,4,Divorced,1,Yes,20,4,2,2,6,3,3,6,5,0,4
522,37,No,Travel_Rarely,Research & Development,10,2,Life Sciences,4,80,4,1,Research Scientist,4,Single,3,No,17,3,1,0,4,2,3,1,0,0,0
523,50,No,Travel_Rarely,Research & Development,28,1,Medical,4,74,4,1,Laboratory Technician,3,Married,1,Yes,11,3,3,3,20,3,3,20,8,3,8
524,34,No,Travel_Rarely,Research & Development,9,3,Medical,4,46,2,3,Healthcare Representative,2,Single,1,No,14,3,2,0,9,3,4,8,7,7,7
525,24,Yes,Travel_Rarely,Sales,3,2,Life Sciences,1,65,3,2,Sales Executive,3,Single,9,No,14,3,1,0,4,3,3,2,2,2,0
526,39,No,Travel_Rarely,Research & Development,2,4,Technical Degree,4,80,2,2,Healthcare Representative,3,Single,1,No,11,3,1,0,20,4,3,20,7,11,10
527,32,No,Travel_Rarely,Sales,10,3,Marketing,4,55,3,2,Sales Executive,4,Single,1,No,12,3,4,0,10,2,2,10,7,0,8
528,50,Yes,Travel_Frequently,Sales,8,2,Technical Degree,2,50,3,2,Sales Executive,3,Married,3,Yes,14,3,1,1,18,4,3,4,3,1,3
529,38,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,33,4,2,Healthcare Representative,4,Single,0,No,13,3,3,0,10,4,2,9,7,1,8
530,27,No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,68,3,3,Manufacturing Director,1,Married,1,No,11,3,4,0,9,3,3,9,7,0,7
531,32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,3,39,3,3,Research Director,4,Single,3,No,15,3,4,0,10,6,3,7,7,7,7
532,47,No,Travel_Rarely,Sales,14,4,Marketing,4,42,3,2,Sales Executive,1,Single,2,No,12,3,4,0,20,2,3,7,7,1,7
533,40,No,Travel_Frequently,Sales,5,4,Life Sciences,4,48,2,3,Sales Executive,1,Married,5,Yes,21,4,3,1,20,2,3,18,13,1,12
534,53,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,59,4,4,Research Director,3,Married,3,No,19,3,3,0,32,3,3,5,1,1,3
535,41,No,Travel_Rarely,Human Resources,10,4,Human Resources,2,73,2,5,Manager,4,Divorced,3,No,15,3,2,3,23,2,2,21,6,12,6
536,60,No,Travel_Rarely,Sales,16,4,Marketing,1,84,3,2,Sales Executive,1,Single,8,No,14,3,4,0,10,1,3,2,2,2,2
537,27,No,Travel_Frequently,Research & Development,10,2,Life Sciences,4,32,3,3,Manufacturing Director,1,Divorced,1,No,21,4,3,2,9,4,2,9,7,1,7
538,41,No,Travel_Rarely,Human Resources,1,3,Human Resources,4,59,2,5,Manager,3,Married,1,No,12,3,2,1,22,3,3,22,7,2,10
539,50,No,Travel_Rarely,Sales,8,4,Marketing,4,54,3,1,Sales Representative,2,Married,7,No,15,3,4,1,4,2,3,2,2,2,2
540,28,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,67,1,1,Research Scientist,2,Single,7,Yes,13,3,4,0,10,4,3,7,7,3,7
541,36,No,Non-Travel,Research & Development,8,3,Life Sciences,1,63,4,3,Research Director,1,Married,9,No,14,3,1,1,10,2,3,8,7,0,5
542,38,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,81,3,3,Manufacturing Director,3,Single,4,Yes,14,3,4,0,10,4,4,1,0,0,0
543,44,No,Non-Travel,Research & Development,24,3,Medical,1,49,1,1,Laboratory Technician,3,Single,2,No,14,3,3,0,9,5,3,5,2,1,4
544,47,No,Travel_Frequently,Sales,3,3,Medical,4,49,3,4,Sales Executive,3,Divorced,9,Yes,12,3,4,2,28,2,2,22,2,11,13
545,30,No,Travel_Rarely,Sales,27,5,Marketing,3,99,3,2,Sales Executive,4,Divorced,7,No,23,4,4,1,10,2,2,8,7,7,7
